City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Ponta Delgada,PT,2022-07-04 19:28:51,37.7333,-25.6667,68.72,64,75,13.8
297,Buala,SB,2022-07-04 19:25:10,-8.145,159.5921,79.74,82,66,10.18
298,Sabha,LY,2022-07-04 19:28:51,27.0377,14.4283,88.54,16,0,11.79
299,Harnosand,SE,2022-07-04 19:28:52,62.6323,17.9379,64.0,93,10,11.18
300,Flin Flon,CA,2022-07-04 19:28:52,54.7682,-101.865,66.04,55,40,8.05
301,Samarai,PG,2022-07-04 19:28:53,-10.6167,150.6667,80.74,82,91,11.1
302,Porto Novo,BJ,2022-07-04 19:28:53,6.4965,2.6036,78.62,81,81,9.42
303,Bathsheba,BB,2022-07-04 19:28:53,13.2167,-59.5167,86.61,80,40,17.27
304,Nizwa,OM,2022-07-04 19:28:54,22.9333,57.5333,92.1,48,100,5.53
305,Burhar,IN,2022-07-04 19:28:54,23.2167,81.5333,81.84,72,84,5.19
306,Bairiki,KI,2022-07-04 19:28:55,1.3292,172.9752,80.6,83,40,16.11
307,Tongliao,CN,2022-07-04 19:28:55,43.6125,122.2653,71.13,91,4,12.73
308,Tura,IN,2022-07-04 19:28:55,25.5198,90.2201,76.62,84,16,3.94
309,Portobelo,PA,2022-07-04 19:28:56,9.55,-79.65,83.73,80,100,4.97
310,Madang,PG,2022-07-04 19:28:56,-5.2246,145.7966,75.31,92,100,4.34
311,Jand,PK,2022-07-04 19:28:57,33.4299,72.0193,95.9,44,21,6.44
312,Waingapu,ID,2022-07-04 19:28:57,-9.6567,120.2641,75.27,86,78,12.5
313,Shumskiy,RU,2022-07-04 19:28:57,54.8318,99.1328,53.11,85,100,2.68
314,Saint-Joseph,RE,2022-07-04 19:28:58,-21.3667,55.6167,63.21,76,17,11.36
315,Zhanaozen,KZ,2022-07-04 19:28:58,43.3,52.8,71.17,44,0,9.8
316,Sao Joao Da Barra,BR,2022-07-04 19:28:58,-21.6403,-41.0511,78.89,77,0,15.97
317,Cherskiy,RU,2022-07-04 19:28:59,68.75,161.3,59.31,57,100,11.97
318,Carutapera,BR,2022-07-04 19:28:59,-1.195,-46.02,83.19,69,27,9.75
319,Umm Lajj,SA,2022-07-04 19:29:00,25.0213,37.2685,85.32,61,1,1.7
320,Tecoanapa,MX,2022-07-04 19:29:00,16.5167,-98.75,80.47,86,100,7.92
321,Griffin,US,2022-07-04 19:26:03,33.2468,-84.2641,92.37,58,75,4.61
322,Yanam,IN,2022-07-04 19:25:52,16.7333,82.2167,78.91,86,100,4.43
323,Gushikawa,JP,2022-07-04 19:30:01,26.3544,127.8686,80.19,89,40,5.75
324,Puerto Penasco,MX,2022-07-04 19:30:01,31.3167,-113.5333,84.9,58,0,20.0
325,Aswan,EG,2022-07-04 19:30:02,24.0934,32.907,91.81,18,11,8.39
326,Avera,US,2022-07-04 19:30:02,33.194,-82.5271,92.37,37,82,1.68
327,Kungalv,SE,2022-07-04 19:30:03,57.871,11.9805,59.11,91,100,10.85
328,Kabo,CF,2022-07-04 19:30:03,7.6994,18.629,73.09,89,59,4.29
329,Husavik,IS,2022-07-04 19:30:03,66.0449,-17.3389,42.66,92,100,14.0
330,Henties Bay,NA,2022-07-04 19:30:04,-22.116,14.2845,56.41,88,0,10.69
331,Darnah,LY,2022-07-04 19:30:04,32.767,22.6367,76.75,69,0,21.68
332,Saint-Francois,FR,2022-07-04 19:30:05,46.4154,3.9054,72.84,61,0,2.3
333,Oriximina,BR,2022-07-04 19:30:06,-1.7656,-55.8661,84.36,68,84,4.09
334,Pahrump,US,2022-07-04 19:30:06,36.2083,-115.9839,90.45,13,0,14.0
335,Sur,OM,2022-07-04 19:30:06,22.5667,59.5289,86.88,68,100,7.0
336,Goderich,CA,2022-07-04 19:30:07,43.7501,-81.7165,71.92,73,93,2.3
337,Chifeng,CN,2022-07-04 19:30:07,42.2683,118.9636,70.39,86,1,7.49
338,Shelbyville,US,2022-07-04 19:30:08,35.4834,-86.4603,93.02,57,0,4.61
339,Monster,NL,2022-07-04 19:30:08,52.0258,4.175,66.11,67,4,6.91
340,Akyab,MM,2022-07-04 19:30:09,20.15,92.9,80.92,86,97,12.33
341,Trelew,AR,2022-07-04 19:30:09,-43.249,-65.3051,51.6,24,3,16.42
342,Payson,US,2022-07-04 19:30:10,40.0444,-111.7321,90.91,18,0,14.97
343,Tsumeb,NA,2022-07-04 19:30:10,-19.2333,17.7167,63.09,32,0,7.02
344,Chekhov,RU,2022-07-04 19:30:11,55.1431,37.4711,71.49,77,93,3.98
345,Santa Isabel,BR,2022-07-04 19:30:12,-23.3156,-46.2214,79.9,52,0,2.84
346,Tuy Hoa,VN,2022-07-04 19:30:12,13.0833,109.3,81.46,73,63,12.15
347,Jinchang,CN,2022-07-04 19:30:13,38.4953,102.1739,68.36,36,95,7.0
348,Shuangcheng,CN,2022-07-04 19:30:13,45.35,126.2833,71.28,93,100,5.46
349,Plopis,RO,2022-07-04 19:30:14,47.1333,22.6833,74.35,38,3,5.53
350,Kiama,AU,2022-07-04 19:30:14,-34.6833,150.8667,59.0,94,100,3.0
351,Kodinsk,RU,2022-07-04 19:30:15,58.6881,99.1844,54.39,83,55,0.51
352,Ayan,RU,2022-07-04 19:30:16,56.45,138.1667,62.06,78,6,3.62
353,Bilibino,RU,2022-07-04 19:30:16,68.0546,166.4372,57.02,61,90,3.87
354,Barmer,IN,2022-07-04 19:30:16,25.75,71.3833,87.37,61,14,6.82
355,Serebryansk,KZ,2022-07-04 19:30:17,49.6925,83.2892,65.32,39,100,7.02
356,Chapais,CA,2022-07-04 19:30:18,49.7834,-74.8492,65.98,51,71,9.33
357,Lompoc,US,2022-07-04 19:30:18,34.6391,-120.4579,83.01,64,0,18.99
358,Yantal,RU,2022-07-04 19:30:19,56.8471,105.2542,58.39,82,100,3.15
359,Lamar,US,2022-07-04 19:30:20,33.6668,-95.5836,101.98,44,20,12.66
360,Bakchar,RU,2022-07-04 19:30:20,57.0186,82.0711,53.67,94,100,5.39
361,Kushikino,JP,2022-07-04 19:30:21,31.7167,130.2667,78.08,93,100,14.99
362,Yerofey Pavlovich,RU,2022-07-04 19:30:21,53.9667,121.9667,61.97,97,43,4.76
363,Praxedis Guerrero,MX,2022-07-04 19:30:22,31.3667,-106.0167,92.66,26,48,5.68
364,Coreau,BR,2022-07-04 19:30:22,-3.5333,-40.6567,80.2,66,90,3.76
365,Celestun,MX,2022-07-04 19:30:23,20.8667,-90.4,86.65,67,82,15.95
366,Hasaki,JP,2022-07-04 19:30:23,35.7333,140.8333,73.29,83,100,4.65
367,Rio Tercero,AR,2022-07-04 19:30:24,-32.173,-64.1141,68.45,23,0,11.65
368,Esperance,AU,2022-07-04 19:30:25,-33.8667,121.9,50.09,56,0,17.65
369,Fountain,US,2022-07-04 19:30:25,38.6822,-104.7008,94.69,22,40,12.66
370,Trzebnica,PL,2022-07-04 19:31:26,51.3108,17.0633,73.27,70,50,4.23
371,Tabou,CI,2022-07-04 19:31:26,4.423,-7.3528,76.68,78,100,8.08
372,Waipawa,NZ,2022-07-04 19:31:27,-41.4122,175.5153,49.71,80,100,9.1
373,Cockburn Town,TC,2022-07-04 19:26:30,21.4612,-71.1419,82.36,69,75,11.5
374,Mananara,MG,2022-07-04 19:31:28,-16.1667,49.7667,70.03,93,65,9.75
375,Jiwani,PK,2022-07-04 19:31:28,25.05,61.7417,85.01,83,100,11.3
376,Okhotsk,RU,2022-07-04 19:31:28,59.3833,143.3,56.44,84,91,9.06
377,Xuanzhou,CN,2022-07-04 19:31:29,30.9525,118.7553,77.97,90,99,5.14
378,Camargo,MX,2022-07-04 19:31:30,27.6667,-105.1667,93.61,24,16,10.38
379,La Ronge,CA,2022-07-04 19:31:30,55.1001,-105.2842,68.22,48,75,11.5
380,Naftalan,AZ,2022-07-04 19:31:31,40.5067,46.825,76.3,38,90,4.76
381,Grindavik,IS,2022-07-04 19:31:31,63.8424,-22.4338,50.47,71,75,5.75
382,Sisimiut,GL,2022-07-04 19:31:32,66.9395,-53.6735,54.05,53,100,1.79
383,Phulji,PK,2022-07-04 19:31:32,26.8825,67.6807,86.52,72,100,6.67
384,Chimoio,MZ,2022-07-04 19:31:33,-19.1164,33.4833,58.86,88,20,1.48
385,Bogotol,RU,2022-07-04 19:31:33,56.2078,89.5342,52.39,91,7,6.02
386,Batemans Bay,AU,2022-07-04 19:31:33,-35.7167,150.1833,54.1,70,100,13.09
387,Kahului,US,2022-07-04 19:27:31,20.8947,-156.47,80.62,61,40,18.41
388,Bondoukou,CI,2022-07-04 19:31:34,8.0333,-2.8,74.32,84,100,4.52
389,Balabac,PH,2022-07-04 19:31:35,7.9868,117.0645,81.34,80,100,5.95
390,Yar-Sale,RU,2022-07-04 19:31:35,66.8333,70.8333,49.82,79,100,7.76
391,Poum,NC,2022-07-04 19:31:36,-20.2333,164.0167,76.41,85,98,22.53
392,Mae Sot,TH,2022-07-04 19:31:36,16.7167,98.5667,77.41,98,100,1.95
393,Mehran,IR,2022-07-04 19:31:37,33.1222,46.1646,95.52,15,0,8.08
394,Alexandria,EG,2022-07-04 19:30:59,31.2156,29.9553,78.13,74,0,9.89
395,Geraldton,AU,2022-07-04 19:31:25,-28.7667,114.6,50.41,50,75,13.8
396,Mbanza-Ngungu,CD,2022-07-04 19:31:37,-5.25,14.8667,70.3,54,0,3.98
397,Chuncheng,CN,2022-07-04 19:31:38,22.1731,111.7886,76.84,97,98,2.24
398,Angoche,MZ,2022-07-04 19:31:38,-16.2325,39.9086,71.83,72,3,8.21
399,Gambela,ET,2022-07-04 19:31:39,8.25,34.5833,68.86,95,98,3.36
400,Sawakin,SD,2022-07-04 19:31:39,19.1059,37.3321,90.82,57,95,9.28
401,Badami,IN,2022-07-04 19:31:40,15.915,75.6768,73.42,84,100,16.96
402,Meulaboh,ID,2022-07-04 19:31:40,4.1363,96.1285,76.17,85,100,5.79
403,Atakpame,TG,2022-07-04 19:31:40,7.5333,1.1333,72.3,89,99,3.49
404,Benguela,AO,2022-07-04 19:31:41,-12.5763,13.4055,67.62,85,5,0.94
405,Kaabong,UG,2022-07-04 19:31:41,3.4836,34.1492,66.79,61,100,3.85
406,Juventino Rosas,MX,2022-07-04 19:31:42,20.65,-101.0,81.75,26,57,15.55
407,Benalla,AU,2022-07-04 19:31:42,-36.55,145.9833,39.31,91,1,5.59
408,Muzaffarabad,PK,2022-07-04 19:31:43,34.37,73.4711,83.3,75,87,1.05
409,Lata,PT,2022-07-04 19:31:43,40.1629,-8.3327,64.81,77,0,4.09
410,Ust-Kut,RU,2022-07-04 19:31:44,56.7938,105.7672,58.53,86,100,3.29
411,Chernyshevskiy,RU,2022-07-04 19:31:44,63.0128,112.4714,56.75,69,100,2.55
412,Elat,IL,2022-07-04 19:31:44,29.5581,34.9482,96.64,16,0,4.61
413,Freetown,SL,2022-07-04 19:31:45,8.484,-13.2299,77.0,84,100,8.28
414,Ampanihy,MG,2022-07-04 19:31:45,-24.7,44.75,59.54,80,0,4.65
415,Nalut,LY,2022-07-04 19:32:46,30.3333,10.85,91.78,21,0,16.24
416,Laguna,US,2022-07-04 19:32:46,38.421,-121.4238,83.34,50,75,9.22
417,Sovetskaya Gavan,RU,2022-07-04 19:32:46,48.9723,140.2878,56.44,86,38,2.48
418,Pochutla,MX,2022-07-04 19:32:47,15.7432,-96.4661,88.83,57,98,12.73
419,Mogadishu,SO,2022-07-04 19:30:16,2.0371,45.3438,76.77,82,70,18.37
420,Glendive,US,2022-07-04 19:32:47,47.1053,-104.7125,71.22,83,40,11.5
421,Progreso,MX,2022-07-04 19:32:48,21.2833,-89.6667,94.1,68,25,15.59
422,Muros,ES,2022-07-04 19:32:48,42.7762,-9.0603,71.1,72,2,14.5
423,Hualmay,PE,2022-07-04 19:32:49,-11.0964,-77.6139,65.97,73,38,10.65
424,Aseri,EE,2022-07-04 19:32:49,59.4506,26.8675,64.56,79,100,5.84
425,Coihaique,CL,2022-07-04 19:32:50,-45.5752,-72.0662,39.81,75,75,0.0
426,Alegrete,BR,2022-07-04 19:32:50,-29.7831,-55.7919,69.58,83,51,4.23
427,Soyo,AO,2022-07-04 19:32:50,-6.1349,12.3689,70.7,86,1,10.96
428,Souillac,MU,2022-07-04 19:32:51,-20.5167,57.5167,70.18,73,75,12.66
429,Tahta,EG,2022-07-04 19:32:51,26.7693,31.5021,92.68,20,0,7.43
430,Pacific Grove,US,2022-07-04 19:32:52,36.6177,-121.9166,76.68,61,75,8.05
431,Chara,RU,2022-07-04 19:32:52,56.9064,118.2631,63.45,95,100,1.48
432,Surandai,IN,2022-07-04 19:32:53,8.9667,77.4,77.16,80,100,14.7
433,Dutse,NG,2022-07-04 19:32:53,11.7594,9.3392,81.88,58,78,14.72
434,Carora,VE,2022-07-04 19:32:54,10.1755,-70.0827,94.95,31,100,17.74
435,Ketchikan,US,2022-07-04 19:32:54,55.3422,-131.6461,64.87,77,20,10.36
436,Deputatskiy,RU,2022-07-04 19:32:55,69.3,139.9,65.71,68,100,12.71
437,Makokou,GA,2022-07-04 19:32:55,0.5738,12.8642,69.37,96,97,2.93
438,Oyama,JP,2022-07-04 19:32:55,36.3,139.8,82.58,65,100,1.59
439,Cabra,ES,2022-07-04 19:32:56,37.4725,-4.4421,90.66,25,76,3.76
440,Tyrma,RU,2022-07-04 19:32:56,50.0833,132.1667,64.45,96,62,1.19
441,Prince Rupert,CA,2022-07-04 19:32:57,54.3161,-130.3201,55.49,93,100,9.22
442,Sabya,SA,2022-07-04 19:32:57,17.1495,42.6254,92.82,37,56,9.62
443,Ornskoldsvik,SE,2022-07-04 19:32:57,63.2909,18.7153,63.55,77,85,9.22
444,Painesville,US,2022-07-04 19:32:58,41.7245,-81.2457,89.17,50,0,4.61
445,Madison,US,2022-07-04 19:30:24,34.7334,-86.5667,95.09,56,0,4.61
446,Caravelas,BR,2022-07-04 19:32:58,-17.7125,-39.2481,71.55,86,44,5.21
447,Liverpool,GB,2022-07-04 19:30:03,53.4106,-2.9779,63.75,65,40,18.41
448,Catuday,PH,2022-07-04 19:32:59,16.2923,119.8062,80.06,80,100,7.83
449,Aksay,RU,2022-07-04 19:33:00,47.26,39.87,77.25,56,36,7.0
450,Berbera,SO,2022-07-04 19:33:00,10.4396,45.0143,91.89,41,87,24.49
451,Crotone,IT,2022-07-04 19:33:00,39.0851,17.1178,83.19,50,0,5.37
452,Thanh Hoa,VN,2022-07-04 19:31:51,19.8,105.7667,82.31,78,100,3.38
453,Jeremie,HT,2022-07-04 19:33:01,18.65,-74.1167,84.11,67,98,2.64
454,Inuvik,CA,2022-07-04 19:30:18,68.3499,-133.7218,85.06,34,20,8.05
455,Katsuura,JP,2022-07-04 19:33:02,35.1333,140.3,76.1,85,100,14.79
456,Northam,GB,2022-07-04 19:34:02,51.0333,-4.2167,60.39,81,52,8.41
457,Concordia,AR,2022-07-04 19:30:01,-31.393,-58.0209,62.67,82,75,5.75
458,Arlit,NE,2022-07-04 19:34:03,18.7369,7.3853,93.15,9,45,4.45
459,Kurchum,KZ,2022-07-04 19:34:03,48.5722,83.6542,71.67,25,100,6.71
460,Uglovskoye,RU,2022-07-04 19:34:04,51.3557,80.1942,70.9,36,59,14.05
461,Roald,NO,2022-07-04 19:34:04,62.5833,6.1333,59.16,87,75,5.75
462,Hutchinson,US,2022-07-04 19:30:33,38.0608,-97.9298,98.53,39,0,23.02
463,Nome,US,2022-07-04 19:29:28,64.5011,-165.4064,56.16,87,100,16.11
464,Houlton,US,2022-07-04 19:34:05,46.1262,-67.8403,75.72,33,0,13.8
465,San Patricio,US,2022-07-04 19:34:05,28.017,-97.5169,98.17,45,3,18.66
466,Brae,GB,2022-07-04 19:34:06,60.3964,-1.353,51.26,85,99,17.02
467,Verkhniy Avzyan,RU,2022-07-04 19:34:06,53.5289,57.5372,51.08,75,96,7.09
468,Huarmey,PE,2022-07-04 19:34:06,-10.0681,-78.1522,67.75,72,8,11.21
469,Balaguer,ES,2022-07-04 19:34:07,41.7912,0.8109,89.28,56,0,5.91
470,Vao,NC,2022-07-04 19:34:07,-22.6667,167.4833,74.01,75,100,18.32
471,Erenhot,CN,2022-07-04 19:34:08,43.6475,111.9767,76.35,47,100,8.97
472,Akhnur,IN,2022-07-04 19:34:08,32.8667,74.7333,90.25,56,100,2.64
473,Rantauprapat,ID,2022-07-04 19:34:09,2.1,99.8333,72.79,95,90,2.1
474,High Prairie,CA,2022-07-04 19:34:09,55.4334,-116.4858,69.17,45,75,10.22
475,Kaeo,NZ,2022-07-04 19:34:09,-35.1,173.7833,57.29,79,100,8.55
476,Eureka,US,2022-07-04 19:30:21,40.8021,-124.1637,71.19,73,99,3.0
477,Mackay,AU,2022-07-04 19:34:10,-21.15,149.2,53.69,93,100,10.47
478,Caucaia,BR,2022-07-04 19:33:19,-3.7361,-38.6531,84.15,68,20,13.8
479,Akureyri,IS,2022-07-04 19:32:06,65.6835,-18.0878,49.93,76,40,10.36
480,Kloulklubed,PW,2022-07-04 19:34:11,7.0419,134.2556,82.09,76,100,3.67
481,Marawi,PH,2022-07-04 19:34:11,7.9986,124.2928,69.64,92,100,2.3
482,Mount Pleasant,US,2022-07-04 19:32:32,32.7941,-79.8626,86.02,77,0,4.61
483,Hobyo,SO,2022-07-04 19:34:12,5.3505,48.5268,77.49,74,42,27.56
484,Marshfield,US,2022-07-04 19:34:12,44.6689,-90.1718,70.68,88,100,6.91
485,Havoysund,NO,2022-07-04 19:34:13,70.9963,24.6622,46.63,85,83,12.97
486,Daugai,LT,2022-07-04 19:34:13,54.3667,24.3333,62.26,90,1,3.94
487,Cozumel,MX,2022-07-04 19:34:13,20.5083,-86.9458,93.27,76,40,12.66
488,Manzanillo,CU,2022-07-04 19:34:14,20.3433,-77.1167,87.42,64,100,3.22
489,Sulangan,PH,2022-07-04 19:34:14,11.1373,123.7228,82.62,72,100,1.48
490,Wonthaggi,AU,2022-07-04 19:34:15,-38.6044,145.5913,50.83,86,4,5.91
491,Bereda,ES,2022-07-04 19:34:15,43.2686,-7.5406,62.42,99,36,7.7
492,Cabo San Lucas,MX,2022-07-04 19:30:57,22.8909,-109.9124,95.61,48,0,10.36
493,Taybad,IR,2022-07-04 19:34:16,34.74,60.7756,72.81,30,1,27.49
494,Pishin,PK,2022-07-04 19:34:16,30.5803,66.9961,79.38,53,100,3.47
495,Kerema,PG,2022-07-04 19:34:16,-7.9631,145.7785,77.13,89,100,9.73
496,Zhuanghe,CN,2022-07-04 19:34:17,39.7008,122.9911,69.13,94,5,1.28
497,Erzin,TR,2022-07-04 19:34:17,36.9559,36.2,74.03,63,0,1.83
498,Coahuayana,MX,2022-07-04 19:34:18,18.7333,-103.6833,88.29,70,99,7.34
499,Sola,VU,2022-07-04 19:34:18,-13.8833,167.55,80.85,78,18,21.14
500,Kentau,KZ,2022-07-04 19:34:18,43.5206,68.5094,67.57,41,0,16.62
501,Ewa Beach,US,2022-07-04 19:34:19,21.3156,-158.0072,80.55,73,100,13.8
502,Thiadiaye,SN,2022-07-04 19:34:19,14.4205,-16.7056,83.21,66,84,12.82
503,Poya,NC,2022-07-04 19:34:20,-21.35,165.15,71.47,89,58,5.59
504,Hibbing,US,2022-07-04 19:35:20,47.4272,-92.9377,67.42,62,100,3.44
505,Kununurra,AU,2022-07-04 19:35:20,-15.7667,128.7333,58.98,36,7,6.91
506,Sarangani,PH,2022-07-04 19:35:21,5.4033,125.4636,83.12,72,100,6.17
507,Varginha,BR,2022-07-04 19:35:21,-21.5514,-45.4303,68.92,41,0,1.57
508,Svobodnyy,RU,2022-07-04 19:35:22,51.4,128.1333,67.69,90,6,5.21
509,Khandagayty,RU,2022-07-04 19:35:22,50.7333,92.05,54.84,49,55,3.65
510,Weyburn,CA,2022-07-04 19:35:22,49.6668,-103.8511,66.42,82,100,10.36
511,Ipameri,BR,2022-07-04 19:35:23,-17.7219,-48.1597,77.4,28,0,9.19
512,Abha,SA,2022-07-04 19:35:23,18.2164,42.5053,71.42,37,11,5.75
513,Visnes,NO,2022-07-04 19:35:24,59.3556,5.2242,55.81,76,75,16.11
514,Tanete,ID,2022-07-04 19:35:24,-3.9443,119.7848,73.13,98,81,4.0
515,Aloleng,PH,2022-07-04 19:35:25,16.1307,119.7824,81.72,76,100,7.27
516,Mogok,MM,2022-07-04 19:35:25,22.9167,96.5,66.34,99,100,2.59
517,Vila,PT,2022-07-04 19:35:26,42.0304,-8.1588,68.88,90,91,4.36
518,Plettenberg Bay,ZA,2022-07-04 19:35:26,-34.0527,23.3716,55.11,86,0,2.68
519,Zimovniki,RU,2022-07-04 19:35:26,47.1483,42.4633,76.21,42,86,9.06
520,Qaqortoq,GL,2022-07-04 19:35:30,60.7167,-46.0333,43.47,98,100,6.04
521,Port Hedland,AU,2022-07-04 19:35:19,-20.3167,118.5667,48.25,49,5,9.22
522,Ende,ID,2022-07-04 19:35:31,-8.8432,121.6623,76.44,90,84,10.22
523,Cabedelo,BR,2022-07-04 19:34:41,-6.9811,-34.8339,75.87,85,30,18.54
524,Yima,CN,2022-07-04 19:35:31,34.7381,111.8839,75.65,83,8,4.23
525,Rapid Valley,US,2022-07-04 19:35:32,44.0625,-103.1463,88.45,46,0,10.0
526,Saint Andrews,US,2022-07-04 19:35:32,34.0454,-81.1293,94.32,54,40,4.61
527,Mto Wa Mbu,TZ,2022-07-04 19:35:33,-3.35,35.85,63.27,66,5,2.93
528,Korla,CN,2022-07-04 19:35:33,41.7597,86.1469,83.01,22,0,1.72
529,Guerrero Negro,MX,2022-07-04 19:35:33,27.9769,-114.0611,73.47,57,1,18.21
530,Pontes E Lacerda,BR,2022-07-04 19:35:34,-15.2261,-59.3353,95.34,23,53,5.97
531,Manga,BF,2022-07-04 19:35:34,11.6636,-1.0731,84.2,58,87,9.44
532,Abu Samrah,SY,2022-07-04 19:35:35,35.3029,37.1841,79.29,39,0,9.46
533,Vallenar,CL,2022-07-04 19:32:19,-28.5708,-70.7581,71.04,21,53,3.44
534,Luanda,AO,2022-07-04 19:32:28,-8.8368,13.2343,69.8,83,20,10.36
535,Rio Brilhante,BR,2022-07-04 19:35:35,-21.8019,-54.5464,88.07,21,4,9.15
536,Umuahia,NG,2022-07-04 19:35:36,5.5263,7.4896,71.53,96,98,6.08
537,Natal,BR,2022-07-04 19:35:36,-5.795,-35.2094,84.42,74,40,13.8
538,Oranjestad,AW,2022-07-04 19:35:37,12.524,-70.027,85.95,66,20,25.32
539,Muroto,JP,2022-07-04 19:35:37,33.2833,134.15,77.49,94,100,15.1
540,Kandrian,PG,2022-07-04 19:35:37,-6.2167,149.55,76.89,90,100,3.51
541,Derzhavinsk,KZ,2022-07-04 19:35:38,51.1,66.3167,58.12,81,97,15.48
542,Thaba-Tseka,LS,2022-07-04 19:35:38,-29.522,28.6084,41.31,61,8,3.51
543,Eyl,SO,2022-07-04 19:35:39,7.9803,49.8164,78.67,71,17,28.66
544,Omboue,GA,2022-07-04 19:35:39,-1.5746,9.2618,72.41,82,0,11.68
545,Laohekou,CN,2022-07-04 19:35:40,32.3858,111.6678,76.26,94,100,2.3
546,Terrace,CA,2022-07-04 19:33:43,54.5163,-128.6035,80.51,34,20,4.61
547,Saurimo,AO,2022-07-04 19:35:40,-9.6608,20.3916,64.94,30,0,6.11
548,Kajaani,FI,2022-07-04 19:35:40,64.2273,27.7285,66.25,72,0,2.3
549,San Vicente,AR,2022-07-04 19:36:41,-26.6167,-54.1333,72.27,56,78,5.95
550,Sogne,NO,2022-07-04 19:36:41,58.0833,7.8167,57.69,82,15,14.36
551,Flinders,AU,2022-07-04 19:36:42,-34.5833,150.8552,55.18,93,100,5.99
552,Kargasok,RU,2022-07-04 19:36:42,59.0556,80.8572,55.4,96,100,8.01
553,Mitsamiouli,KM,2022-07-04 19:36:42,-11.3847,43.2844,75.42,74,16,8.01
554,Newport,GB,2022-07-04 19:35:35,51.5877,-2.9984,63.68,72,79,7.47
