City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
229,Bilma,NE,18.6853,12.9164,83.61,39,0,8.55,clear sky
230,Nong Bua,TH,15.8646,100.5858,92.55,53,94,7.47,light rain
231,Bondo,CD,3.8146,23.6866,67.68,98,98,2.1,light rain
232,Svetlyy,RU,54.675,20.1347,60.85,79,9,9.35,clear sky
233,Olga,RU,43.7444,135.2892,71.01,71,82,7.23,broken clouds
234,Port Macquarie,AU,-31.4333,152.9167,58.89,84,100,1.57,light rain
235,Kedrovyy,RU,56.1667,91.8167,72.01,42,1,8.16,clear sky
236,Atlantic Beach,US,30.3344,-81.3987,82.42,86,0,6.91,clear sky
237,Hit,IQ,33.6416,42.8251,93.69,15,0,21.16,clear sky
238,Barrow,US,71.2906,-156.7887,37.42,93,100,9.22,mist
239,Ulaanbaatar,MN,47.9077,106.8832,66.33,48,40,6.71,scattered clouds
240,Solginskiy,RU,61.05,41.3428,73.0,55,0,6.49,clear sky
241,Palmer,US,42.1584,-72.3287,67.37,73,0,0.0,clear sky
242,Celestun,MX,20.8667,-90.4,79.75,82,80,12.8,broken clouds
243,Akdepe,TM,42.0551,59.3788,75.29,30,0,8.28,clear sky
244,Dom Pedrito,BR,-30.9828,-54.6731,61.32,99,90,5.5,overcast clouds
245,Peniche,PT,39.3558,-9.3811,64.29,94,14,4.32,few clouds
246,Oltedal,NO,58.831,6.0466,53.58,94,100,7.16,overcast clouds
247,Cabo San Lucas,MX,22.8909,-109.9124,86.61,64,2,12.93,clear sky
248,Pisco,PE,-13.7,-76.2167,60.85,82,75,3.44,mist
249,Katangli,RU,51.7102,143.2326,65.66,61,24,11.95,few clouds
250,Nanakuli,US,21.3906,-158.1547,82.35,61,0,10.36,clear sky
251,Tasiilaq,GL,65.6145,-37.6368,41.16,82,87,5.48,overcast clouds
252,Dudinka,RU,69.4058,86.1778,60.62,37,1,9.91,clear sky
253,Mehamn,NO,71.0357,27.8492,51.75,93,40,0.0,scattered clouds
254,Lavrentiya,RU,65.5833,-171.0,48.83,81,97,8.25,overcast clouds
255,Hailar,CN,49.2,119.7,88.21,38,21,11.79,few clouds
256,Nyrob,RU,60.733,56.7202,64.99,48,89,5.73,overcast clouds
257,Kraskino,RU,42.7114,130.7794,67.89,87,100,7.9,overcast clouds
258,Henties Bay,NA,-22.116,14.2845,54.34,86,0,8.97,clear sky
259,East London,ZA,-33.0153,27.9116,58.14,94,0,2.3,clear sky
260,Alenquer,BR,-1.9417,-54.7383,73.45,92,59,3.15,broken clouds
261,Tabou,CI,4.423,-7.3528,75.65,81,98,7.67,overcast clouds
262,Verkh-Chebula,RU,56.0308,87.6218,73.18,57,35,10.0,scattered clouds
263,Dingle,PH,10.9995,122.6711,82.67,79,85,7.4,overcast clouds
264,Thinadhoo,MV,0.5333,72.9333,82.09,73,27,2.71,scattered clouds
265,Zahesi,GE,41.8246,44.7536,71.31,55,98,3.09,overcast clouds
266,Port-Gentil,GA,-0.7193,8.7815,73.04,79,37,14.76,scattered clouds
267,Goranboy,AZ,40.6103,46.7897,73.69,37,23,5.64,few clouds
268,Otradnoye,RU,59.7775,30.8181,64.45,97,97,3.09,overcast clouds
269,Khani,GE,41.9563,42.9566,62.17,56,2,2.93,clear sky
270,Mahibadhoo,MV,3.7833,72.9667,83.23,76,100,11.48,overcast clouds
271,Nador,MA,35.174,-2.9287,79.05,57,0,12.66,light rain
272,Baykit,RU,61.67,96.37,66.06,50,41,6.29,scattered clouds
273,Sao Joao Da Barra,BR,-21.6403,-41.0511,68.45,90,0,12.08,clear sky
274,Mount Barker,AU,-35.0667,138.8667,59.92,99,23,5.32,few clouds
275,Ilulissat,GL,69.2167,-51.1,46.42,66,36,0.0,scattered clouds
276,Mossendjo,CG,-2.9506,12.7261,60.8,100,33,1.9,scattered clouds
277,Catuday,PH,16.2923,119.8062,83.79,72,82,8.12,broken clouds
278,Tahoua,NE,14.8888,5.2692,82.8,58,76,13.96,broken clouds
279,Kabare,CD,-2.4683,28.8242,58.98,70,41,2.17,scattered clouds
280,Thompson,CA,55.7435,-97.8558,53.76,71,20,2.3,few clouds
281,Oranjestad,AW,12.524,-70.027,80.55,83,75,17.27,broken clouds
282,Pangody,RU,65.85,74.4859,56.48,48,100,10.78,overcast clouds
283,Qinhuangdao,CN,39.9317,119.5883,82.15,77,56,9.71,broken clouds
284,Taiyuan,CN,37.8694,112.5603,82.26,47,0,15.66,clear sky
285,Deer Lake,CA,49.1667,-57.4316,49.86,81,20,6.91,few clouds
286,Lata,PT,40.1629,-8.3327,63.81,94,0,1.1,clear sky
287,Ensley,US,30.5188,-87.2728,79.88,98,0,0.0,mist
288,Waingapu,ID,-9.6567,120.2641,82.62,60,67,16.26,broken clouds
289,Omboue,GA,-1.5746,9.2618,70.68,83,38,6.22,scattered clouds
290,Santa Cruz Cabralia,BR,-16.2781,-39.0247,75.43,73,40,8.05,scattered clouds
291,Sabha,LY,27.0377,14.4283,77.27,42,0,9.82,clear sky
292,Tual,ID,-5.6667,132.75,79.57,76,96,19.89,overcast clouds
293,Atocha,BO,-20.9333,-66.2333,39.67,26,89,5.1,overcast clouds
294,Kapaa,US,22.0752,-159.319,82.38,76,75,19.57,broken clouds
295,Awjilah,LY,29.1081,21.2869,78.19,41,0,7.45,clear sky
296,Tahta,EG,26.7693,31.5021,88.54,23,0,4.16,clear sky
297,Rayong,TH,12.8333,101.4333,88.48,89,100,10.2,overcast clouds
298,Lahaina,US,20.8783,-156.6825,78.8,90,84,12.37,broken clouds
299,Padang,ID,-0.9492,100.3543,87.85,57,95,4.83,overcast clouds
300,Las Palmas,ES,28.4204,-14.0131,66.99,73,0,13.8,clear sky
301,Kibre Mengist,ET,5.8833,38.9833,58.12,83,26,2.35,scattered clouds
302,Touros,BR,-5.1989,-35.4608,73.31,93,43,12.48,light rain
303,Vagur,FO,61.4732,-6.8119,48.87,80,49,15.73,scattered clouds
304,Fort Nelson,CA,58.8053,-122.7002,65.79,68,40,2.3,scattered clouds
305,Da Lat,VN,11.9465,108.4419,72.05,76,77,4.99,broken clouds
306,College,US,64.8569,-147.8028,82.58,48,75,8.05,smoke
307,Bulawayo,ZW,-20.15,28.5833,49.57,79,0,4.85,clear sky
308,Boke,GN,10.9409,-14.2967,72.64,98,95,3.02,overcast clouds
309,Tocuila,MX,18.95,-97.0167,63.14,93,98,3.65,overcast clouds
310,Quepos,CR,9.4236,-84.1652,76.75,90,100,1.59,overcast clouds
311,Alamogordo,US,32.8995,-105.9603,73.56,82,0,14.97,clear sky
312,Kamyshla,RU,54.1169,52.1426,55.72,68,99,11.5,overcast clouds
313,Malanville,BJ,11.8685,3.3899,77.34,74,77,8.32,broken clouds
314,Provideniya,RU,64.3833,-173.3,48.36,87,100,8.99,overcast clouds
315,Spassk-Dalniy,RU,44.5978,132.8211,81.52,71,99,8.05,overcast clouds
316,Vallenar,CL,-28.5708,-70.7581,56.95,37,70,2.68,broken clouds
317,Anshun,CN,26.25,105.9333,82.13,61,20,2.01,few clouds
318,Hobyo,SO,5.3505,48.5268,78.64,72,9,26.91,clear sky
319,Guerrero Negro,MX,27.9769,-114.0611,65.14,82,1,18.23,clear sky
320,Buctzotz,MX,21.2,-88.7833,77.7,83,16,5.19,few clouds
321,Voyvozh,RU,62.892,54.9635,70.07,36,45,4.7,scattered clouds
322,Abu Samrah,SY,35.3029,37.1841,79.02,39,0,9.78,clear sky
323,Wilmington Island,US,32.0036,-80.9737,83.98,65,0,3.44,clear sky
324,Vieques,PR,18.425,-65.8329,82.44,83,40,8.05,scattered clouds
325,Pathein,MM,16.7833,94.7333,84.18,75,100,8.34,overcast clouds
326,Fukue,JP,32.6881,128.8419,82.76,83,75,6.91,broken clouds
327,Saldanha,ZA,-33.0117,17.9442,39.25,80,0,10.09,clear sky
328,Axim,GH,4.8699,-2.2405,74.41,90,92,5.14,moderate rain
329,Lewiston,US,44.1003,-70.2148,61.45,82,0,1.01,clear sky
330,Onega,RU,63.9061,38.1404,71.98,62,57,3.15,broken clouds
331,Liberal,US,37.0431,-100.921,84.34,45,0,11.5,clear sky
332,Wanning,CN,18.8003,110.3967,90.1,65,97,9.62,overcast clouds
333,Talara,PE,-4.5772,-81.2719,63.72,83,68,14.38,broken clouds
334,Khovu-Aksy,RU,51.1333,93.6,72.25,27,77,4.74,broken clouds
335,Srandakan,ID,-7.9386,110.2506,86.27,68,59,8.19,broken clouds
336,Tawang,IN,27.5833,91.8667,73.49,60,34,6.93,scattered clouds
337,Khasan,RU,42.4308,130.6434,66.2,92,100,8.01,overcast clouds
338,Constitucion,CL,-35.3333,-72.4167,47.7,85,38,1.16,scattered clouds
339,Jiayuguan,CN,39.8167,98.3,86.7,11,0,2.93,clear sky
340,Luderitz,NA,-26.6481,15.1594,51.96,81,0,7.27,clear sky
341,Khorinsk,RU,52.1657,109.7726,77.2,33,14,11.65,few clouds
342,Zaysan,KZ,47.4667,84.8667,66.2,79,100,8.48,moderate rain
343,Ambalavao,MG,-21.8333,46.9333,57.83,85,39,4.07,scattered clouds
344,Den Helder,NL,52.9599,4.7593,60.98,73,20,11.99,few clouds
345,Arman,RU,59.7,150.1667,58.78,68,53,5.99,broken clouds
346,Naze,JP,28.3667,129.4833,83.32,79,29,12.57,scattered clouds
347,Gainesville,US,29.6516,-82.3248,77.68,87,100,4.61,overcast clouds
348,Namwala,ZM,-15.7504,26.4384,52.61,76,4,4.81,clear sky
349,Fortuna,US,40.5982,-124.1573,62.94,88,100,1.48,overcast clouds
350,Fort Saint James,CA,54.4333,-124.25,61.56,58,60,6.82,broken clouds
351,Alegrete,BR,-29.7831,-55.7919,63.88,97,75,6.98,broken clouds
352,Lima,PE,-12.0432,-77.0282,59.25,86,100,8.05,overcast clouds
353,Finnsnes,NO,69.2296,17.9811,65.75,60,91,5.93,overcast clouds
354,Nanortalik,GL,60.1432,-45.2371,44.06,90,83,4.68,broken clouds
355,Sahuaripa,MX,29.05,-109.2333,83.53,57,1,4.88,clear sky
356,Petrovsk-Zabaykalskiy,RU,51.273,108.843,70.99,46,26,9.26,scattered clouds
357,Coquimbo,CL,-29.9533,-71.3436,49.73,66,0,4.61,clear sky
358,Nunoa,PE,-14.48,-70.6411,40.53,56,100,3.89,overcast clouds
359,Sakaiminato,JP,35.55,133.2333,91.33,66,20,12.66,few clouds
360,Williston,US,48.147,-103.618,69.31,90,28,7.47,scattered clouds
361,Oranjemund,NA,-28.55,16.4333,52.41,86,0,2.71,clear sky
362,Khorixas,NA,-20.3667,14.9667,54.36,63,0,4.47,clear sky
363,Calituban,PH,10.24,124.2919,80.69,67,78,2.44,broken clouds
364,Jatiroto,ID,-7.8833,111.1167,86.14,66,69,1.45,broken clouds
365,Pacific Grove,US,36.6177,-121.9166,64.51,90,100,4.61,mist
366,Calama,CL,-22.4667,-68.9333,46.89,7,75,18.41,broken clouds
367,Yulara,AU,-25.2406,130.9889,60.22,21,0,10.65,clear sky
368,Gazli,UZ,40.1333,63.45,80.91,27,0,5.55,clear sky
369,Nelson Bay,AU,-32.7167,152.15,63.0,99,100,17.0,light rain
370,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,73.92,85,27,11.59,scattered clouds
371,Seoul,KR,37.5683,126.9778,92.59,66,75,10.36,haze
372,Geilo,NO,60.5333,8.2076,46.4,84,22,7.0,few clouds
373,Umm Kaddadah,SD,13.6017,26.6876,79.09,58,74,12.35,broken clouds
374,Nabire,ID,-3.3667,135.4833,84.88,71,100,4.34,overcast clouds
375,Coffeyville,US,37.0373,-95.6164,86.02,62,0,4.61,clear sky
376,Yuanping,CN,38.7153,112.7575,85.5,45,79,9.71,broken clouds
377,Chimoio,MZ,-19.1164,33.4833,54.61,92,0,2.44,clear sky
378,Aleksandrov Gay,RU,50.147,48.5704,64.71,60,1,17.45,clear sky
379,Tezu,IN,27.9167,96.1667,93.72,58,22,3.53,few clouds
380,Giddalur,IN,15.35,78.9167,85.62,62,100,16.04,overcast clouds
381,Aswan,EG,24.0934,32.907,85.3,21,0,8.05,clear sky
382,Totoral,PE,-17.4053,-70.365,58.66,36,87,0.51,overcast clouds
383,Noumea,NC,-22.2763,166.4572,84.18,99,97,7.49,overcast clouds
384,Kavieng,PG,-2.5744,150.7967,84.34,74,94,13.29,light rain
385,Beringovskiy,RU,63.05,179.3167,44.73,97,100,2.93,overcast clouds
386,Rongcheng,CN,30.634,117.8517,87.78,77,91,2.86,overcast clouds
387,Olinda,BR,-8.0089,-34.8553,76.73,78,40,9.22,scattered clouds
388,San Lorenzo,PY,-25.3333,-57.5333,76.59,57,0,11.99,clear sky
389,Mayumba,GA,-3.432,10.6554,67.98,93,14,6.24,few clouds
390,Chingirlau,KZ,51.095,54.0814,54.88,92,100,18.23,moderate rain
391,Kefamenanu,ID,-9.4467,124.4781,76.78,63,96,10.0,overcast clouds
392,Vardo,NO,70.3705,31.1107,48.18,100,100,10.36,overcast clouds
393,Kalmunai,LK,7.4167,81.8167,91.02,48,100,14.05,overcast clouds
394,Magomeni,TZ,-6.8,39.25,70.18,94,75,6.91,broken clouds
395,Verkhoyansk,RU,67.5447,133.385,82.09,25,97,16.11,overcast clouds
396,Manggar,ID,-2.8833,108.2667,86.36,67,89,8.37,overcast clouds
397,Shache,CN,38.4167,77.2406,96.62,13,0,11.01,clear sky
398,Leshukonskoye,RU,64.8989,45.7622,75.9,45,93,4.47,overcast clouds
399,Gat,IL,31.61,34.7642,83.39,100,0,4.43,clear sky
400,Karabuk,TR,41.2049,32.6277,65.7,61,0,2.64,clear sky
401,Ambilobe,MG,-13.2,49.05,75.24,59,81,5.19,broken clouds
402,Norman Wells,CA,65.282,-126.8329,77.04,29,75,8.05,broken clouds
403,Pangnirtung,CA,66.1451,-65.7125,50.4,60,100,3.53,overcast clouds
404,Xuanhua,CN,40.6103,115.0447,86.34,52,68,2.86,broken clouds
405,Acarau,BR,-2.8856,-40.12,74.46,87,29,9.8,scattered clouds
406,Taoudenni,ML,22.6783,-3.9836,93.65,11,0,3.11,clear sky
407,Hami,CN,42.8,93.45,95.67,10,2,3.8,clear sky
408,Saint George,US,37.1041,-113.5841,90.19,11,0,6.91,clear sky
409,Yeppoon,AU,-23.1333,150.7333,53.38,91,100,7.18,moderate rain
410,Makakilo City,US,21.3469,-158.0858,80.92,64,0,23.02,light rain
411,Kuruman,ZA,-27.4524,23.4325,49.14,57,0,9.82,clear sky
412,Lodwar,KE,3.1191,35.5973,76.8,60,40,9.73,scattered clouds
413,Skegness,GB,53.1436,0.3363,56.57,83,51,10.49,broken clouds
414,Kieta,PG,-6.2167,155.6333,84.72,67,94,6.04,overcast clouds
415,Espanola,US,35.9911,-106.0806,71.58,75,100,1.01,overcast clouds
416,Clyde River,CA,70.4692,-68.5914,35.83,93,100,17.27,overcast clouds
417,Praia,CV,14.9215,-23.5087,73.94,78,75,14.97,broken clouds
418,Teya,RU,60.3778,92.6267,67.75,52,79,3.09,broken clouds
419,Maridi,SS,4.9158,29.4742,68.11,89,25,1.7,scattered clouds
420,Garcia Hernandez,PH,9.6144,124.2946,84.85,71,91,5.82,overcast clouds
421,Tomari,RU,47.7658,142.0683,65.68,76,95,3.11,overcast clouds
422,Namibe,AO,-15.1961,12.1522,62.55,71,0,10.07,clear sky
423,Faya,SA,18.3851,42.4509,68.52,31,3,6.24,clear sky
424,Zatoka,UA,46.0725,30.4654,75.69,49,2,2.93,clear sky
425,Ballina,AU,-28.8667,153.5667,53.02,99,100,10.74,light rain
426,Maruko,JP,36.3167,138.2667,76.24,90,100,2.42,light rain
427,Mindif,CM,10.3976,14.4363,77.04,71,54,7.38,broken clouds
428,Tateyama,JP,34.9833,139.8667,78.1,91,100,19.82,moderate rain
429,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,57.79,94,75,11.18,light rain
430,Mitsamiouli,KM,-11.3847,43.2844,70.09,83,20,5.75,few clouds
431,Saint Anthony,US,45.0205,-93.218,76.62,90,0,9.22,smoke
432,Russell,US,32.3502,-85.1999,76.91,94,0,0.0,clear sky
433,Mezobereny,HU,46.8167,21.0333,75.45,40,8,2.06,clear sky
434,Meiktila,MM,20.8667,95.8667,89.98,54,95,10.96,overcast clouds
435,Manyana,BW,-23.4,21.7167,51.62,52,0,8.77,clear sky
436,Evensk,RU,61.95,159.2333,57.92,71,47,9.71,scattered clouds
437,Ko Samui,TH,9.5357,99.9357,87.71,66,20,4.61,few clouds
438,Qena,EG,26.1615,32.7183,90.48,22,0,2.39,clear sky
439,Yakeshi,CN,49.2833,120.7333,80.73,64,88,6.15,overcast clouds
440,Nalut,LY,30.3333,10.85,77.81,43,0,9.24,clear sky
441,Fayetteville,US,35.0527,-78.8784,77.88,93,75,3.44,mist
442,Lahij,YE,13.1667,44.5833,92.52,32,96,2.01,overcast clouds
443,Jalu,LY,29.0331,21.5482,78.37,27,0,6.93,clear sky
444,Metaxades,GR,41.4204,26.225,71.71,39,0,6.11,clear sky
445,Krasnoarmeysk,RU,51.0239,45.6969,61.39,70,6,12.57,clear sky
446,Qui Nhon,VN,13.7667,109.2333,95.14,49,72,9.8,broken clouds
447,Lexington,US,37.9887,-84.4777,81.72,75,0,4.61,clear sky
448,Emirdag,TR,39.0197,31.15,65.91,44,0,3.36,clear sky
449,Olovyannaya,RU,50.95,115.5667,81.09,36,43,11.7,scattered clouds
450,Bulaevo,KZ,54.9056,70.4439,53.35,94,100,19.33,light rain
451,Calamar,CO,10.2511,-74.9146,77.4,93,100,4.41,overcast clouds
452,Sioux Lookout,CA,50.1001,-91.917,62.67,94,100,3.44,overcast clouds
453,Miri,MY,4.4148,114.0089,89.74,70,40,3.44,scattered clouds
454,Kushiro,JP,42.975,144.3747,68.95,88,75,3.44,broken clouds
455,Dakar,SN,14.6937,-17.4441,77.88,86,99,1.34,light rain
456,Burley,US,42.5357,-113.7928,67.3,56,0,6.91,clear sky
457,Kampot,KH,10.6167,104.1833,87.85,68,65,11.99,broken clouds
458,Helena,US,46.5927,-112.0361,59.99,88,66,1.99,broken clouds
459,Hargeysa,SO,9.56,44.065,70.93,55,43,28.01,scattered clouds
460,Lucea,JM,18.451,-78.1736,80.46,82,59,11.56,broken clouds
461,Nichinan,JP,31.6,131.3667,85.68,78,100,12.37,overcast clouds
462,Verkhnevilyuysk,RU,63.4453,120.3167,66.83,71,100,2.28,overcast clouds
463,Pedernales,DO,18.0384,-71.744,80.73,66,10,3.49,clear sky
464,Navalgund,IN,15.5667,75.3667,74.3,86,100,18.57,overcast clouds
465,Kropachevo,RU,55.0112,57.9896,50.76,77,98,10.89,overcast clouds
466,Maniitsoq,GL,65.4167,-52.9,42.24,97,100,12.26,light rain
467,Santo Nino,PH,6.435,124.6975,87.8,63,76,2.68,broken clouds
468,San Vicente,AR,-26.6167,-54.1333,61.43,73,100,3.89,overcast clouds
469,Qasigiannguit,GL,68.8193,-51.1922,38.82,74,87,8.37,overcast clouds
470,Bal-Os,PH,9.4416,122.6257,82.06,79,84,5.73,broken clouds
471,Santa Maria,BR,-29.6842,-53.8069,64.54,84,88,5.17,overcast clouds
472,Khoni,GE,42.3226,42.4206,68.99,78,0,2.3,clear sky
473,Cockburn Town,TC,21.4612,-71.1419,81.25,83,24,19.51,few clouds
474,Ahuimanu,US,21.4447,-157.8378,79.75,74,20,14.97,few clouds
475,Bo Phloi,TH,14.3236,99.5161,88.03,63,100,12.26,overcast clouds
476,Buraydah,SA,26.326,43.975,84.65,12,86,8.97,overcast clouds
477,Barcelona,ES,41.3888,2.159,76.53,70,20,8.05,light rain
478,Byron Bay,AU,-28.65,153.6167,52.95,97,100,11.25,light rain
479,Longyearbyen,SJ,78.2186,15.6401,40.84,100,75,2.3,broken clouds
480,Bowen,AU,-20.0167,148.2333,56.28,92,100,6.96,moderate rain
481,Guarapari,BR,-20.6667,-40.4975,67.89,84,9,6.17,clear sky
482,Cheyenne,US,41.14,-104.8203,69.94,58,0,4.0,clear sky
483,Viedma,AR,-40.8135,-62.9967,41.77,48,32,13.4,scattered clouds
484,Wewak,PG,-3.5534,143.6268,85.1,67,58,6.2,broken clouds
485,Kirs,RU,59.3388,52.2447,63.05,53,96,5.32,overcast clouds
486,Ketchikan,US,55.3422,-131.6461,58.89,94,83,5.59,broken clouds
487,Neiafu,TO,-18.65,-173.9833,75.88,78,75,11.5,broken clouds
488,Ust-Nera,RU,64.5667,143.2,85.1,38,97,13.94,overcast clouds
489,Yershov,RU,51.3513,48.2766,61.63,60,4,17.45,clear sky
490,Puerto Carreno,CO,6.189,-67.4859,74.55,95,66,3.29,broken clouds
491,Sape,BR,-7.0964,-35.2328,74.57,96,64,8.32,broken clouds
492,Bonavista,CA,48.6499,-53.1147,52.05,80,28,11.97,scattered clouds
493,Itaituba,BR,-4.2761,-55.9836,73.15,93,86,1.81,overcast clouds
494,Isiro,CD,2.7739,27.616,65.05,97,32,0.83,light rain
495,Dinghai,CN,26.2847,119.7936,85.12,84,100,22.75,overcast clouds
496,Zhigansk,RU,66.7697,123.3711,56.71,55,98,16.02,overcast clouds
497,Naryan-Mar,RU,67.6713,53.087,62.44,60,82,9.69,broken clouds
498,Ajdabiya,LY,30.7554,20.2263,75.65,46,0,6.98,clear sky
499,Tambopata,PE,-12.7333,-69.1833,73.38,70,100,1.03,overcast clouds
500,Chapais,CA,49.7834,-74.8492,56.98,88,55,4.34,broken clouds
501,Qaqortoq,GL,60.7167,-46.0333,44.83,89,99,3.69,overcast clouds
502,Alice Springs,AU,-23.7,133.8833,56.75,30,0,10.36,clear sky
503,Kysyl-Syr,RU,63.8986,122.7617,67.24,74,100,1.88,overcast clouds
504,Konstantinovka,RU,49.6167,127.9833,86.43,59,78,4.12,light rain
505,Navrongo,GH,10.8956,-1.0921,74.88,82,84,5.57,light rain
506,Vilhena,BR,-12.7406,-60.1458,67.37,65,32,2.8,scattered clouds
507,Tukrah,LY,32.5341,20.5791,77.34,61,0,3.83,clear sky
508,Hanstholm,DK,57.1167,8.6167,57.15,77,89,19.82,overcast clouds
509,Okha,RU,53.5739,142.9478,70.2,63,58,13.27,broken clouds
510,Omsukchan,RU,62.5333,155.8,70.23,41,91,9.91,overcast clouds
511,Luau,AO,-10.7073,22.2247,54.68,58,11,4.52,few clouds
512,Burnie,AU,-41.0667,145.9167,57.94,49,31,1.1,scattered clouds
513,Myitkyina,MM,25.3833,97.4,87.26,73,91,2.71,overcast clouds
514,Olafsvik,IS,64.8945,-23.7142,48.81,76,93,5.84,overcast clouds
515,Kuryk,KZ,43.2,51.65,74.39,57,52,16.6,broken clouds
516,Tautira,PF,-17.7333,-149.15,77.85,80,57,16.35,light rain
517,Mengen,DE,48.0495,9.3301,63.55,91,96,1.19,overcast clouds
518,Saint-Augustin,CA,51.226,-58.6502,50.61,69,24,14.83,few clouds
519,Yashalta,RU,46.3395,42.2762,79.57,42,0,4.81,clear sky
520,Isoka,ZM,-10.1606,32.6335,52.14,81,3,1.14,clear sky
521,Boende,CD,-0.2167,20.8667,69.73,92,75,1.34,broken clouds
522,Awbari,LY,26.5921,12.7805,78.46,25,0,6.24,clear sky
523,Acapulco,MX,16.8634,-99.8901,78.62,89,100,9.22,overcast clouds
524,Kizema,RU,61.113,44.8302,69.93,46,7,4.59,clear sky
525,Berlevag,NO,70.8578,29.0864,57.0,87,40,17.27,scattered clouds
526,Hamilton,US,39.1834,-84.5333,79.88,69,62,3.0,broken clouds
527,Isangel,VU,-19.55,169.2667,80.71,74,40,14.97,scattered clouds
528,Kindu,CD,-2.95,25.95,67.24,56,85,3.09,overcast clouds
529,Malino,PH,15.1257,120.6727,92.62,62,75,2.3,haze
530,Mbanza-Ngungu,CD,-5.25,14.8667,58.42,91,0,4.09,clear sky
531,Tonantins,BR,-2.8731,-67.8022,71.76,99,100,0.29,overcast clouds
532,Hecun,CN,36.5333,114.1111,83.35,70,100,8.59,light rain
533,Mount Isa,AU,-20.7333,139.5,65.97,42,0,12.66,clear sky
534,Batagay-Alyta,RU,67.8006,130.4114,68.54,35,100,20.92,overcast clouds
535,Alcaniz,ES,41.05,-0.1333,67.28,65,2,3.85,clear sky
536,San Angelo,US,31.4638,-100.437,87.55,43,3,5.01,clear sky
537,Gagnoa,CI,6.1293,-5.9437,67.3,99,74,2.24,broken clouds
538,Yagodnoye,RU,62.55,149.6667,86.29,30,65,15.17,broken clouds
539,Bontang,ID,0.1333,117.5,83.14,74,100,6.17,overcast clouds
540,Kavaratti,IN,10.5669,72.642,82.51,79,99,23.78,overcast clouds
541,Warmbad,NA,-28.45,18.7333,51.73,53,100,13.58,overcast clouds
542,Hudson Bay,CA,52.85,-102.3842,54.07,83,100,4.25,overcast clouds
543,Nome,US,64.5011,-165.4064,50.16,76,100,6.91,overcast clouds
544,Yumen,CN,40.2833,97.2,91.06,9,0,9.93,clear sky
545,Tazovskiy,RU,67.4667,78.7,53.64,52,34,7.47,scattered clouds
546,Putina,PE,-15.4667,-69.4333,42.73,69,87,1.23,overcast clouds
547,Esso,RU,55.9333,158.7,61.27,60,93,1.92,overcast clouds
548,Veraval,IN,20.9,70.3667,82.4,87,100,17.18,light rain
549,Vao,NC,-22.6667,167.4833,74.5,78,100,18.68,overcast clouds
550,Sfantu Gheorghe,RO,45.8667,25.7833,73.27,69,0,1.88,clear sky
551,Bikaner,IN,28.0167,73.3,96.01,46,8,1.92,clear sky
552,Coihaique,CL,-45.5752,-72.0662,33.75,93,75,4.61,mist
553,Kiruna,SE,67.8557,20.2251,56.32,88,40,12.66,scattered clouds
554,Boundiali,CI,9.5217,-6.4869,68.56,93,81,5.03,broken clouds
555,Gizo,SB,-8.103,156.8419,84.99,69,80,6.24,broken clouds
556,Belaya Gora,RU,68.5333,146.4167,84.56,39,99,7.99,overcast clouds
557,La Rioja,ES,42.25,-2.5,53.38,94,0,3.74,clear sky
558,Paraiso,CR,9.8383,-83.8656,65.41,97,98,0.56,overcast clouds
559,Gangapur,IN,26.4833,76.7167,97.66,41,45,11.74,scattered clouds
560,Ayan,RU,56.45,138.1667,63.64,78,14,7.09,few clouds
561,Sulzbach-Rosenberg,DE,49.4983,11.7517,61.88,63,60,2.39,broken clouds
562,Owando,CG,-0.4819,15.8999,70.43,85,48,3.29,scattered clouds
563,Imbituba,BR,-28.24,-48.6703,67.86,99,0,5.88,clear sky
564,Watertown,US,42.3709,-71.1828,70.07,68,98,3.76,overcast clouds
565,Sudbury,CA,46.49,-80.99,59.97,88,100,1.97,light rain
566,San Rafael,AR,-34.6177,-68.3301,42.24,35,0,3.06,clear sky
567,Klaksvik,FO,62.2266,-6.589,50.92,76,53,17.05,broken clouds
568,Nakhon Nayok,TH,14.1667,101.1,89.98,76,100,6.46,moderate rain
569,Sorland,NO,67.667,12.6934,55.26,93,100,10.04,overcast clouds
570,Jacareacanga,BR,-6.2222,-57.7528,71.92,88,3,1.77,clear sky
571,Plettenberg Bay,ZA,-34.0527,23.3716,54.63,58,18,4.54,few clouds
572,Prado,BR,-17.3411,-39.2208,69.96,87,3,5.3,clear sky
573,Nouadhibou,MR,20.931,-17.0347,69.78,78,21,20.71,few clouds
574,Mercedes,AR,-34.6515,-59.4307,43.39,96,1,5.88,clear sky
575,Zakamensk,RU,50.3741,103.2863,61.27,73,98,1.52,overcast clouds
576,Lianran,CN,24.9227,102.485,72.14,66,97,3.24,overcast clouds
577,Huangchuan,CN,32.1272,115.0394,77.83,95,100,9.22,overcast clouds
578,Boueni,YT,-12.9025,45.0761,76.98,69,23,13.42,few clouds
579,Lumut,MY,4.2323,100.6298,86.02,70,20,5.75,few clouds
580,Chara,RU,56.9064,118.2631,67.55,88,100,4.92,moderate rain
581,Winslow,US,35.0242,-110.6974,80.78,39,20,6.91,few clouds
